Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Brazil,BRA,..,..,11.96971682,12.37105526,14.48571488,15.9999584,14.311719,14.74391203,14.06645865,11.35004765,9.001534665,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Brunei Darussalam,BRN,..,..,16.28734948,8.560112368,19.08870744,13.57667442,29.84900914,0.042429712,8.09359093,1.338957133,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bulgaria,BGR,..,..,8.284389302,7.564724136,8.430607456,8.977489758,9.629989485,10.36870234,10.84700764,11.29505268,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Burkina Faso,BFA,..,..,14.01696251,11.05877129,4.960277402,5.944967255,5.758532152,5.880928593,25.78715121,3.4012348,2.256539168,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Burundi,BDI,..,..,0.305334494,1.457298325,3.492667709,3.195982557,1.663621512,17.04277286,1.531361875,0.169511678,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cabo Verde,CPV,..,..,..,0.002953693,..,..,..,9.64E-05,..,0.760204523,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cambodia,KHM,..,..,1.212855152,0.505628376,1.535160367,1.858680921,1.742382521,1.409278881,1.194021544,2.283074805,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cameroon,CMR,..,..,3.202736405,6.840621062,4.856916367,5.618417735,6.01740479,7.025263181,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Canada,CAN,..,..,15.49184234,14.66524653,14.82804766,14.09887722,14.3483562,15.42187895,16.10018141,15.3336272,14.96785875,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,69.59946764,67.76532874,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Central African Republic,CAF,..,..,0.289135277,..,5.268427891,11.77186175,22.07636162,29.01931806,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Chile,CHL,..,..,6.691903674,7.088872921,6.713711562,8.421022632,7.098738368,6.910822946,7.632714623,15.97501634,12.44173466,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,China,CHN,..,..,31.57436297,29.69541489,30.42194543,30.24264141,30.90723862,31.54509838,30.81720434,31.27558573,29.95781495,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Colombia,COL,..,..,7.768436623,8.119737512,9.849345632,10.1857851,8.962348153,7.221371431,9.04842024,9.91352104,8.208938525,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Comoros,COM,..,..,..,2.12626127,3.136092819,0.452268289,27.24378485,0.171861658,3.031926346,0.584333473,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,2.604466899,0.310225165,0.184292886,0.246252589,0.782215716,0.509651329,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Congo, Rep.",COG,..,..,..,1.090691234,0.925919621,1.159504105,2.006574111,2.523808072,6.342190908,4.549873278,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Costa Rica,CRI,..,..,43.4413867,36.50609995,16.98400363,18.4422129,18.49520433,18.46687019,17.56490652,15.68195311,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cote d'Ivoire,CIV,..,..,4.359242248,11.38867888,7.209713719,8.590604289,7.015511622,6.559932185,11.23151885,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Croatia,HRV,..,..,12.49348985,10.4389658,10.70642055,14.40168922,8.734819695,8.837440749,8.289269251,9.680036613,9.56146913,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Cyprus,CYP,..,..,13.06571862,14.57804788,12.74167778,13.32851306,13.34996199,19.87384397,19.87421589,12.24482773,15.96030157,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Czechia,CZE,..,..,17.32700599,17.36504579,17.72876868,16.86814126,17.82496195,19.55141598,20.70707396,22.57932501,20.29375256,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Denmark,DNK,..,..,15.82160953,15.7173659,17.16507899,14.88262371,12.49733482,12.35332774,12.03937713,13.23375169,13.66828112,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Dominican Republic,DOM,..,..,4.45453774,4.304960705,3.966814609,4.421814845,8.356271499,6.398157228,6.347565123,8.727350867,8.484586425,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ecuador,ECU,..,..,5.235662283,5.637215369,7.688544036,9.192153722,7.956916349,5.299908815,5.52377826,4.281926544,4.840963236,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Egypt, Arab Rep.",EGY,..,..,0.534837648,1.252666023,0.793889602,0.504375385,0.565232576,0.865008444,2.325930295,2.677643012,2.837254289,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,El Salvador,SLV,..,..,5.655348203,5.652586108,4.977013925,5.373189448,5.736899998,6.126993374,5.140762647,6.585050067,7.368204248,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Estonia,EST,..,..,20.67587949,23.65193108,22.70949347,21.88827266,17.9345324,18.17146371,16.93685443,19.03484003,20.62527394,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Eswatini,SWZ,..,..,0.097260414,0.081342865,0.232638307,0.199860784,0.293243726,0.924126893,0.274596173,0.341093107,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ethiopia,ETH,..,..,1.848849522,9.12980004,6.194386344,6.825014535,5.830796874,13.64515394,9.423392425,13.09560818,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Fiji,FJI,..,..,2.3752108,2.58623727,1.996205858,2.842034423,3.534889738,3.803221674,5.679975433,10.85082906,1.909128737,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Finland,FIN,..,..,9.023929077,10.05206,10.184202,10.05228496,9.656038409,9.017583008,9.21454102,9.982255301,10.29365654,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,France,FRA,..,..,27.15599792,27.4407038,28.18460929,27.90946271,25.99700542,25.91703366,26.91144459,23.14438397,21.91946457,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,French Polynesia,PYF,..,..,7.913055663,15.55733342,11.82096334,22.20840332,13.29134764,10.70526023,30.81895874,10.29261076,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Gambia, The",GMB,..,..,3.421153698,..,1.064935065,..,0.360381487,1.741529962,0.040954839,0.886698822,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Georgia,GEO,..,..,2.538402617,3.077265132,5.789104667,3.448535082,2.966863833,3.123452243,2.563008265,2.2498385,1.61218958,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Germany,DEU,..,..,17.29432832,17.20601614,17.82123201,18.07932578,15.81038631,15.74446286,16.38465067,15.49963163,15.22554676,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ghana,GHA,..,..,5.098998368,6.743379531,7.577973961,2.297897913,4.425868537,8.302213237,1.137787402,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Greece,GRC,..,..,8.467576145,11.49628909,12.90897175,13.70956857,12.10895842,12.94977817,12.51482014,13.24897686,6.111309532,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Greenland,GRL,..,..,1.461121743,1.042664649,78.47652795,4.806625452,4.337187292,1.709249205,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Grenada,GRD,..,..,2.77590686,15.65073253,5.974957013,32.21836712,7.165007997,12.72364332,11.44443012,2.975907461,1.241457582,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guatemala,GTM,..,..,5.145011066,5.386782369,5.476163577,5.81589616,5.343572967,5.31041213,4.919346884,6.050862291,5.167061989,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guinea,GIN,..,..,2.496890337,5.082024553,0.959602494,0.899971742,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guyana,GUY,..,..,0.296978507,0.217317495,0.177560753,0.197005796,0.090739337,0.215510366,0.300824821,0.34232643,0.932977527,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Honduras,HND,..,..,..,2.579635997,1.308471331,2.837171793,3.123585549,1.962644197,1.960869126,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Hong Kong SAR, China",HKG,..,..,13.90101834,11.39042351,12.30273536,13.47070718,61.55402934,64.65258982,65.56399428,69.64689336,70.54423515,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Hungary,HUN,..,..,19.36887573,16.69018967,17.08323171,17.55908462,17.18286675,16.80992485,17.36304558,17.42573795,16.2573496,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Iceland,ISL,..,..,15.73509763,17.12339412,20.13938791,23.38923139,26.37598401,23.47336625,38.07920335,27.95731323,33.4873443,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,India,IND,..,..,8.86996678,9.217166203,8.021878855,7.660357231,7.360672823,9.040355719,10.22349936,11.0322568,10.21221554,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Indonesia,IDN,..,..,9.566182732,9.281733819,8.88659189,7.998417961,8.446123171,8.212824228,8.092030411,8.424664172,7.203446305,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Iran, Islamic Rep.",IRN,..,..,1.547720703,1.545240188,1.432633919,1.398752634,1.363255639,0.724689484,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ireland,IRL,..,..,24.98452542,24.92505457,28.34171332,32.83289276,29.0261775,24.94301275,25.97710577,25.52310128,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Israel,ISR,..,..,19.03481893,19.41258975,22.89572703,21.81340393,21.06697591,22.53592256,23.0909286,28.196936,29.59164997,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Italy,ITA,..,..,7.770471735,7.735413739,8.150901386,8.289540583,7.804313324,7.475531927,7.7567705,8.585572585,8.199208557,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Jamaica,JAM,..,..,3.566952376,4.572056343,1.036084939,4.127507048,5.739326105,7.978524617,4.172414279,2.355079026,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Japan,JPN,..,..,17.72720913,17.75127848,18.01897198,17.59211122,17.56550523,17.26924136,17.00016069,18.60103393,17.97597394,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Jordan,JOR,..,..,1.679557626,1.80671197,2.577043113,3.377826702,1.812819404,1.508584787,1.368543791,1.543878549,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kazakhstan,KAZ,..,..,38.5350969,39.26343429,43.42962219,32.09853456,24.21041715,23.43791906,29.58996805,32.76201378,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kenya,KEN,..,..,4.068780634,..,4.365945999,7.586034926,3.34854923,3.612961566,4.592515223,5.111708401,3.127340717,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kiribati,KIR,..,..,..,2.759342202,1.38260122,2.759507424,3.421474035,21.55036425,..,7.672132589,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Korea, Rep.",KOR,..,..,29.81577938,30.05823381,31.21077647,30.52376898,32.54563349,36.3907065,32.40443458,35.70851912,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kuwait,KWT,..,..,1.659975725,0.133875588,0.127428394,0.146947187,0.203527625,4.116977316,0.902769587,1.349850908,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kyrgyz Republic,KGZ,..,..,5.433465788,2.048257618,12.24602062,19.63131835,17.61234039,8.051890458,6.738478476,8.746550928,15.73243559,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lao PDR,LAO,..,..,9.813602078,24.99434242,35.18016555,33.57410017,37.95044844,38.01673905,20.60946364,23.15544737,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Latvia,LVA,..,..,15.4178071,17.72703867,18.92450347,17.24045385,17.71788111,20.54819955,17.21744383,20.03590615,16.95687549,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lebanon,LBN,..,..,2.674337263,2.521160962,2.18800841,2.822545094,7.609520974,2.354760681,3.890919357,5.13649143,2.154253145,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lesotho,LSO,..,..,..,..,0.212663007,0.144839386,0.208562249,0.583987877,0.197533711,0.137101724,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lithuania,LTU,..,..,11.02250729,11.13863345,12.78020722,12.63938556,12.57727702,12.10092538,12.02956862,12.00876542,11.50790299,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Luxembourg,LUX,..,..,6.843395194,5.972497906,7.106325905,7.967048022,6.968729809,6.973219194,6.573374398,5.618945449,6.074862457,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Macao SAR, China",MAC,..,..,..,0.096658026,..,..,16.19144757,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Madagascar,MDG,..,..,0.472787126,0.655077708,0.256953836,0.772406583,0.498638924,0.400794641,0.368893649,0.780258425,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Malawi,MWI,..,..,11.58182463,4.074662127,2.730329624,21.38318507,15.77433716,3.084711047,7.571699588,2.852177125,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Malaysia,MYS,..,..,48.45296308,49.20122721,48.47078281,49.05091628,51.12022217,53.17929112,51.59135099,53.8119156,51.67787046,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Maldives,MDV,..,..,..,..,..,0.025307379,0.14397589,..,..,..,2.011251894,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mali,MLI,..,..,..,..,..,6.499346884,1.242702763,5.534528484,5.479696588,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Malta,MLT,..,..,38.71060072,34.70841713,30.79472035,21.93325463,30.3770552,33.07080647,29.62181999,33.15106667,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mauritius,MUS,..,..,0.575721712,0.029875291,0.114086339,0.108502819,2.385411188,2.597959071,2.143742672,2.305358037,0.386204505,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mexico,MEX,..,..,20.51078069,20.19739103,19.5702756,20.63766375,21.16605033,20.88855295,20.40583358,21.50524939,19.80383459,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Moldova,MDA,..,..,2.76672881,5.339084,4.607808404,3.483887609,5.393474718,2.51881364,2.961304894,2.239086429,2.236947407,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mongolia,MNG,..,..,16.2910692,19.61596986,4.164654396,16.48462087,3.467943748,4.993821304,18.94402169,2.966199298,22.02069999,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Montenegro,MNE,..,..,7.904502907,14.61958358,12.76544051,5.564625817,4.237936321,3.153848877,6.889965486,7.57302837,9.444483875,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Morocco,MAR,..,..,..,..,3.703917178,3.74498484,3.863137725,4.01860222,4.853753944,4.389071068,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mozambique,MOZ,..,..,13.62546991,5.716550763,11.66938672,1.620849816,11.8547532,5.648433729,0.979866519,1.022865855,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Myanmar,MMR,..,..,0.268343903,0.62703149,0.469787769,7.533836766,6.028703026,3.62471901,2.762963188,2.939327936,5.012528509,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Namibia,NAM,..,..,2.792009736,3.646887291,0.43923199,2.225346336,0.181794605,0.219642434,0.236884114,0.477052493,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nepal,NPL,..,..,0.321841426,0.719637873,0.635275667,0.822554673,1.184259948,0.630576368,1.074529846,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Netherlands,NLD,..,..,24.638119,24.52630082,24.04630709,23.98504641,22.90413233,22.49154365,23.02784962,23.14019637,21.94920579,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,New Caledonia,NCL,..,..,14.03023294,13.15387719,5.2672959,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,New Zealand,NZL,..,..,10.72641074,9.91387841,10.11212416,10.87674957,9.252204679,9.811476273,9.865575935,9.631210059,16.2551425,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nicaragua,NIC,..,..,0.36768207,0.468464216,0.583114234,0.798662569,0.599501195,0.676881831,1.062570507,0.537956751,1.217988162,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Niger,NER,..,..,57.68815812,60.29981752,15.86162384,2.979385142,8.089110996,2.738898903,5.649708197,12.22638831,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nigeria,NGA,..,..,2.99168314,2.107952176,11.90587563,2.35102616,2.330351819,1.928146116,1.482401174,6.944123096,6.487965049,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,North Macedonia,MKD,..,..,3.782459095,3.296011395,3.36912572,2.081805108,3.981612819,4.049069195,4.217427677,4.181044959,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Norway,NOR,..,..,21.02045856,22.31527814,22.26262901,20.95497462,21.59680089,21.11728381,22.49116583,22.06759317,20.6427278,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Oman,OMN,..,..,3.443911974,4.361094233,3.243235658,1.521005563,1.116738698,1.258040481,1.502681689,8.495378714,6.610674974,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Pakistan,PAK,..,..,1.924888894,1.448112847,1.60383334,1.957391558,2.176368769,2.169752837,2.302693297,1.887812496,1.488483293,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Palau,PLW,..,..,..,20.28263822,41.21994309,60.45686096,26.82768045,51.68368693,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Panama,PAN,..,..,1837.943819,0.195655792,0.000467296,1.156544007,0.29486416,0.125338794,0.295190561,0.743662486,0.260062227,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Paraguay,PRY,..,..,8.626709084,6.803182859,6.038421024,7.636267986,6.43135602,9.735859907,7.182844137,5.148321537,7.420545985,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Peru,PER,..,..,4.109308611,4.252101039,5.305279597,4.799709154,5.122323286,4.680199921,4.075004388,4.794833903,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Philippines,PHL,..,..,..,..,..,..,60.3175184,61.34579372,62.24658366,67.04488322,64.22525289,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Poland,POL,..,..,8.743382989,10.06759538,10.77441706,10.71431925,10.66632676,10.39395669,9.852015018,9.864167339,9.444389074,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Portugal,PRT,..,..,4.700111964,4.880638185,5.079882798,5.805325201,5.988082227,5.283415951,6.941504085,7.114188991,6.250253306,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Qatar,QAT,..,..,0.000580959,0.049124709,1.101173545,0.001132908,0.005506202,1.798843133,0.002503856,7.104237403,1.712115258,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Romania,ROU,..,..,7.398175982,8.409232223,9.414147741,10.39244133,9.779590946,10.07718361,11.0725654,11.93703257,11.48793349,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Russian Federation,RUS,..,..,10.60725207,12.0883256,15.95212486,15.74546637,12.2931504,11.31874355,12.87316629,9.134014294,9.688114183,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Rwanda,RWA,..,..,4.997346631,11.8559917,15.32509175,13.53128168,2.661184238,2.571562381,10.76038638,7.559384992,5.094045218,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Samoa,WSM,..,..,0.695837321,1.976739993,0.814942077,1.018478814,1.394586109,3.095272424,2.279013657,..,1.075284301,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sao Tome and Principe,STP,..,..,14.51788571,1.38764213,46.95713857,68.14284925,34.66415585,45.96733865,17.03024883,10.1711733,8.179267483,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Saudi Arabia,SAU,..,..,0.712561216,0.590576497,0.787293724,1.30485785,0.734713772,0.543860565,0.648362907,0.608341616,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Senegal,SEN,..,..,1.48006701,1.824324531,3.749574997,2.718665973,2.162913304,2.809059645,0.935341071,0.744148793,1.879186676,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Seychelles,SYC,..,..,2.955830868,1.961690571,8.128292825,3.759325374,30.61662862,5.211073129,2.198321721,3.285358417,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sierra Leone,SLE,..,..,..,0.008480894,0.006537046,0.001261473,0.064879818,0.73550428,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Singapore,SGP,..,..,50.31955983,50.63292707,52.21071159,52.22571188,53.06586728,51.56363869,51.80790808,55.25742245,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Slovak Republic,SVK,..,..,11.01694906,11.14676042,11.15255915,10.73816569,11.77203189,10.62926718,9.910991727,9.997315722,9.002746221,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Slovenia,SVN,..,..,6.738153735,6.417189874,7.007682535,7.144143583,6.508343921,6.825057093,7.353383024,7.798323298,6.557334297,..
